,sname,dname,cname,enroll12,numtsttakr12,numerwbenchmark12,pcterwbenchmark12,nummathbenchmark12,pctmathbenchmark12,totnumbothbenchmark12,pctbothbenchmark12
422,Delhi High,Delhi Unified,Merced,167,82,50.0,60.98,14.0,17.07,14.0,17.07
424,Calaveras High,Calaveras Unified,Calaveras,189,37,34.0,91.89,26.0,70.27,26.0,70.27
426,Reedley High,Kings Canyon Joint Unified,Fresno,348,100,67.0,67.0,37.0,37.0,35.0,35.0
429,Gonzales High,Gonzales Unified,Monterey,182,54,31.0,57.41,9.0,16.67,8.0,14.81
432,Olympian High,Sweetwater Union High,San Diego,631,319,284.0,89.03,227.0,71.16,221.0,69.28
433,San Ysidro High,Sweetwater Union High,San Diego,702,195,128.0,65.64,88.0,45.13,76.0,38.97
434,Aspire Ollin University Preparatory Academy,Los Angeles County Office of Education,Los Angeles,118,61,29.0,47.54,13.0,21.31,10.0,16.39
435,High Tech LA,Los Angeles Unified,Los Angeles,90,63,56.0,88.89,45.0,71.43,42.0,66.67
437,Tesoro High,Capistrano Unified,Orange,668,250,237.0,94.8,192.0,76.8,189.0,75.6
438,McLane High,Fresno Unified,Fresno,366,57,23.0,40.35,9.0,15.79,9.0,15.79
439,Compton Early College High,Compton Unified,Los Angeles,65,43,32.0,74.42,20.0,46.51,18.0,41.86
441,Rio Linda High,Twin Rivers Unified,Sacramento,318,283,120.0,42.4,87.0,30.74,78.0,27.56
442,Encore Jr./Sr. High School for the Performing and Visual Arts,Hesperia Unified,San Bernardino,113,42,30.0,71.43,5.0,11.9,5.0,11.9
443,Sultana High,Hesperia Unified,San Bernardino,429,108,74.0,68.52,45.0,41.67,39.0,36.11
444,Central Coast New Tech High,Lucia Mar Unified,San Luis Obispo,61,19,17.0,89.47,11.0,57.89,11.0,57.89
446,Miramonte High,Acalanes Union High,Contra Costa,319,105,101.0,96.19,93.0,88.57,93.0,88.57
447,Corcoran High,Corcoran Joint Unified,Kings,169,49,27.0,55.1,17.0,34.69,16.0,32.65
448,El Camino Real Charter High,Los Angeles Unified,Los Angeles,904,306,266.0,86.93,204.0,66.67,199.0,65.03
449,Fairfax Senior High,Los Angeles Unified,Los Angeles,361,200,125.0,62.5,94.0,47.0,85.0,42.5
450,Sherman Oaks Center for Enriched Studies,Los Angeles Unified,Los Angeles,232,130,114.0,87.69,75.0,57.69,74.0,56.92
453,Hilltop Senior High,Sweetwater Union High,San Diego,599,188,141.0,75.0,99.0,52.66,92.0,48.94
454,Alternatives in Action,Alameda Unified,Alameda,53,25,6.0,24.0,0.0,0.0,0.0,0.0
456,North High,Kern High,Kern,404,104,62.0,59.62,27.0,25.96,26.0,25.0
460,West Ranch High,William S. Hart Union High,Los Angeles,655,293,277.0,94.54,240.0,81.91,238.0,81.23
462,Opportunities for Learning - Santa Clarita,William S. Hart Union High,Los Angeles,149,18,16.0,88.89,6.0,33.33,6.0,33.33
463,Edison High,Stockton Unified,San Joaquin,525,170,66.0,38.82,33.0,19.41,28.0,16.47
465,Vacaville High,Vacaville Unified,Solano,431,189,150.0,79.37,111.0,58.73,107.0,56.61
466,John Swett High,John Swett Unified,Contra Costa,101,38,26.0,68.42,20.0,52.63,18.0,47.37
468,Marco Antonio Firebaugh High,Lynwood Unified,Los Angeles,357,105,57.0,54.29,20.0,19.05,18.0,17.14
471,Woodbridge High,Irvine Unified,Orange,616,229,219.0,95.63,201.0,87.77,198.0,86.46
474,Del Norte High,Del Norte County Unified,Del Norte,203,71,49.0,69.01,36.0,50.7,30.0,42.25
476,Burbank High,Burbank Unified,Los Angeles,586,230,193.0,83.91,171.0,74.35,164.0,71.3
479,Synergy Quantum Academy,Los Angeles Unified,Los Angeles,125,88,41.0,46.59,19.0,21.59,15.0,17.05
480,Atwater High,Merced Union High,Merced,474,119,67.0,56.3,34.0,28.57,31.0,26.05
481,Estancia High,Newport-Mesa Unified,Orange,325,89,43.0,48.31,29.0,32.58,26.0,29.21
482,West Valley High,Hemet Unified,Riverside,437,338,150.0,44.38,60.0,17.75,55.0,16.27
485,Oak Ridge High,El Dorado Union High,El Dorado,592,256,246.0,96.09,222.0,86.72,218.0,85.16
486,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,Los Angeles Unified,Los Angeles,79,35,17.0,48.57,3.0,8.57,3.0,8.57
487,Palm Desert High,Desert Sands Unified,Riverside,435,136,117.0,86.03,89.0,65.44,87.0,63.97
489,Arlington High,Riverside Unified,Riverside,434,192,116.0,60.42,59.0,30.73,55.0,28.65
491,William C. Overfelt High,East Side Union High,Santa Clara,339,133,67.0,50.38,42.0,31.58,33.0,24.81
492,Harmony Magnet Academy,Porterville Unified,Tulare,109,75,55.0,73.33,39.0,52.0,36.0,48.0
493,Ann Sobrato High,Morgan Hill Unified,Santa Clara,292,163,141.0,86.5,121.0,74.23,114.0,69.94
501,San Jose High,San Jose Unified,Santa Clara,234,35,17.0,48.57,11.0,31.43,11.0,31.43
502,City Arts and Tech High,San Francisco Unified,San Francisco,67,41,15.0,36.59,8.0,19.51,6.0,14.63
504,Everest Public High,Sequoia Union High,San Mateo,86,42,21.0,50.0,9.0,21.43,5.0,11.9
505,East Palo Alto Academy,Sequoia Union High,San Mateo,65,33,10.0,30.3,5.0,15.15,4.0,12.12
506,Menlo-Atherton High,Sequoia Union High,San Mateo,644,194,154.0,79.38,134.0,69.07,130.0,67.01
507,Joseph A. Gregori High,Modesto City High,Stanislaus,539,193,149.0,77.2,93.0,48.19,88.0,45.6
508,Moorpark High,Moorpark Unified,Ventura,457,121,105.0,86.78,88.0,72.73,85.0,70.25
509,Contreras Learning Center-Academic Leadership Community,Los Angeles Unified,Los Angeles,84,63,12.0,19.05,3.0,4.76,3.0,4.76
510,Santa Monica High,Santa Monica-Malibu Unified,Los Angeles,715,287,248.0,86.41,197.0,68.64,195.0,67.94
513,Watsonville High,Pajaro Valley Unified,Santa Cruz,455,134,66.0,49.25,37.0,27.61,32.0,23.88
514,Yuba City High,Yuba City Unified,Sutter,394,77,66.0,85.71,40.0,51.95,40.0,51.95
516,Bright Star Secondary Charter Academy,Los Angeles Unified,Los Angeles,117,62,39.0,62.9,22.0,35.48,21.0,33.87
518,Kearny SCT,San Diego Unified,San Diego,77,33,23.0,69.7,16.0,48.48,15.0,45.45
519,Lompoc High,Lompoc Unified,Santa Barbara,342,19,14.0,73.68,11.0,57.89,11.0,57.89
523,Glendale High,Glendale Unified,Los Angeles,547,177,144.0,81.36,114.0,64.41,108.0,61.02
526,Centennial High,Compton Unified,Los Angeles,214,46,18.0,39.13,3.0,6.52,3.0,6.52
527,OCSA,Santa Ana Unified,Orange,379,152,148.0,97.37,124.0,81.58,123.0,80.92
528,Santa Ana High,Santa Ana Unified,Orange,648,551,136.0,24.68,74.0,13.43,58.0,10.53
530,Clayton Valley Charter High,Contra Costa County Office of Education,Contra Costa,482,218,198.0,90.83,156.0,71.56,155.0,71.1
531,Parlier High,Parlier Unified,Fresno,201,51,23.0,45.1,14.0,27.45,11.0,21.57
533,Sanger High,Sanger Unified,Fresno,734,320,199.0,62.19,120.0,37.5,110.0,34.38
535,Gardena Senior High,Los Angeles Unified,Los Angeles,279,84,40.0,47.62,16.0,19.05,11.0,13.1
536,David Starr Jordan Senior High,Los Angeles Unified,Los Angeles,87,27,7.0,25.93,6.0,22.22,5.0,18.52
538,San Jacinto Valley Academy,San Jacinto Unified,Riverside,66,65,36.0,55.38,17.0,26.15,16.0,24.62
539,West Shores High,Coachella Valley Unified,Riverside,63,31,15.0,48.39,5.0,16.13,4.0,12.9
540,Barstow High,Barstow Unified,San Bernardino,319,44,29.0,65.91,19.0,43.18,19.0,43.18
541,Piedmont High,Piedmont City Unified,Alameda,205,64,62.0,96.88,58.0,90.63,57.0,89.06
542,South Hills High,Covina-Valley Unified,Los Angeles,401,381,194.0,50.92,135.0,35.43,113.0,29.66
544,Cajon High,San Bernardino City Unified,San Bernardino,631,232,147.0,63.36,72.0,31.03,69.0,29.74
545,Cesar E. Chavez Learning Academies-Academy of Scientific Exploration (ASE),Los Angeles Unified,Los Angeles,108,47,22.0,46.81,10.0,21.28,9.0,19.15
546,Cesar E. Chavez Learning Academies-Technology Preparatory Academy,Los Angeles Unified,Los Angeles,62,23,5.0,21.74,1.0,4.35,1.0,4.35
547,Diego Rivera Learning Complex Green Design STEAM Academy,Los Angeles Unified,Los Angeles,103,23,9.0,39.13,9.0,39.13,7.0,30.43
548,Performing Arts Community at Diego Rivera Learning Complex,Los Angeles Unified,Los Angeles,125,37,10.0,27.03,3.0,8.11,3.0,8.11
549,Newport Harbor High,Newport-Mesa Unified,Orange,548,127,112.0,88.19,83.0,65.35,82.0,64.57
550,Mesa Verde High,San Juan Unified,Sacramento,211,62,41.0,66.13,22.0,35.48,20.0,32.26
551,Mira Loma High,San Juan Unified,Sacramento,454,150,141.0,94.0,135.0,90.0,133.0,88.67
552,La Jolla High,San Diego Unified,San Diego,339,139,124.0,89.21,110.0,79.14,108.0,77.7
553,Amador Valley High,Pleasanton Unified,Alameda,654,259,244.0,94.21,218.0,84.17,217.0,83.78
554,Robert F. Kennedy High,Delano Joint Union High,Kern,304,113,61.0,53.98,40.0,35.4,34.0,30.09
555,Linda Esperanza Marquez High A Huntington Park Institute of Applied Medicine,Los Angeles Unified,Los Angeles,144,64,34.0,53.13,10.0,15.63,9.0,14.06
557,North Tahoe High,Tahoe-Truckee Unified,Placer,103,39,32.0,82.05,30.0,76.92,28.0,71.79
558,Cosumnes Oaks High,Elk Grove Unified,Sacramento,580,285,250.0,87.72,198.0,69.47,191.0,67.02
559,Inglewood High,Inglewood Unified,Los Angeles,176,76,26.0,34.21,3.0,3.95,3.0,3.95
565,Yucca Valley High,Morongo Unified,San Bernardino,314,73,58.0,79.45,34.0,46.58,34.0,46.58
568,Lawndale High,Centinela Valley Union High,Los Angeles,553,220,107.0,48.64,55.0,25.0,46.0,20.91
571,Orange Cove High,Kings Canyon Joint Unified,Fresno,122,46,18.0,39.13,7.0,15.22,7.0,15.22
574,Carson Senior High,Los Angeles Unified,Los Angeles,334,92,46.0,50.0,23.0,25.0,20.0,21.74
575,Walnut High,Walnut Valley Unified,Los Angeles,666,387,348.0,89.92,316.0,81.65,303.0,78.29
576,El Toro High,Saddleback Valley Unified,Orange,559,189,160.0,84.66,126.0,66.67,120.0,63.49
577,Ramona High,Riverside Unified,Riverside,543,224,138.0,61.61,79.0,35.27,70.0,31.25
579,Otay Ranch Senior High,Sweetwater Union High,San Diego,626,328,276.0,84.15,189.0,57.62,182.0,55.49
580,Irvington High,Fremont Unified,Alameda,497,179,165.0,92.18,155.0,86.59,152.0,84.92
582,Los Osos High,Chaffey Joint Union High,San Bernardino,763,367,312.0,85.01,243.0,66.21,234.0,63.76
583,Sage Creek High,Carlsbad Unified,San Diego,307,149,140.0,93.96,118.0,79.19,117.0,78.52
584,Henry M. Gunn High,Palo Alto Unified,Santa Clara,501,183,175.0,95.63,172.0,93.99,170.0,92.9
585,San Ramon Valley High,San Ramon Valley Unified,Contra Costa,502,155,146.0,94.19,122.0,78.71,122.0,78.71
588,Mayfair High,Bellflower Unified,Los Angeles,452,161,131.0,81.37,86.0,53.42,81.0,50.31
589,Helen Bernstein High,Los Angeles Unified,Los Angeles,124,43,13.0,30.23,5.0,11.63,4.0,9.3
590,APEX Academy,Los Angeles Unified,Los Angeles,82,46,7.0,15.22,1.0,2.17,1.0,2.17
591,Los Angeles High School of the Arts,Los Angeles Unified,Los Angeles,108,48,21.0,43.75,10.0,20.83,10.0,20.83
593,Riverside Preparatory,Oro Grande,San Bernardino,117,46,29.0,63.04,15.0,32.61,13.0,28.26
596,Mountain Empire High,Mountain Empire Unified,San Diego,84,27,22.0,81.48,11.0,40.74,10.0,37.04
597,Firebaugh High,Firebaugh-Las Deltas Unified,Fresno,167,84,40.0,47.62,6.0,7.14,5.0,5.95
599,Alhambra High,Alhambra Unified,Los Angeles,648,268,198.0,73.88,151.0,56.34,139.0,51.87
602,Mission Hills High,San Marcos Unified,San Diego,584,223,176.0,78.92,110.0,49.33,107.0,47.98
603,Oceana High,Jefferson Union High,San Mateo,136,105,79.0,75.24,66.0,62.86,62.0,59.05
607,Alliance Dr. Olga Mohan High,Los Angeles Unified,Los Angeles,101,95,39.0,41.05,38.0,40.0,28.0,29.47
608,Contreras Learning Center-Los Angeles School of Global Studies,Los Angeles Unified,Los Angeles,70,37,8.0,21.62,4.0,10.81,3.0,8.11
609,Marshall Fundamental,Pasadena Unified,Los Angeles,269,158,114.0,72.15,72.0,45.57,68.0,43.04
610,Norte Vista High,Alvord Unified,Riverside,483,125,68.0,54.4,38.0,30.4,34.0,27.2
611,Rio Vista High,River Delta Joint Unified,Sacramento,106,42,29.0,69.05,17.0,40.48,16.0,38.1
612,East Nicolaus High,East Nicolaus Joint Union High,Sutter,79,35,26.0,74.29,16.0,45.71,16.0,45.71
614,Yreka High,Yreka Union High,Siskiyou,138,41,31.0,75.61,24.0,58.54,22.0,53.66
616,Envision Academy for Arts & Technology,Alameda County Office of Education,Alameda,84,61,23.0,37.7,8.0,13.11,8.0,13.11
617,Bullard High,Fresno Unified,Fresno,518,143,84.0,58.74,53.0,37.06,49.0,34.27
618,Independence High,Kern High,Kern,511,166,110.0,66.27,55.0,33.13,50.0,30.12
620,Center High,Center Joint Unified,Sacramento,315,52,43.0,82.69,35.0,67.31,32.0,61.54
621,Health Careers Academy,Stockton Unified,San Joaquin,96,74,29.0,39.19,17.0,22.97,15.0,20.27
622,Orosi High,Cutler-Orosi Joint Unified,Tulare,237,122,41.0,33.61,18.0,14.75,17.0,13.93
623,Cloverdale High,Cloverdale Unified,Sonoma,70,21,10.0,47.62,4.0,19.05,2.0,9.52
624,Stockton Early College Academy,Stockton Unified,San Joaquin,99,89,78.0,87.64,58.0,65.17,56.0,62.92
625,Prospect High,Campbell Union High,Santa Clara,386,140,117.0,83.57,92.0,65.71,87.0,62.14
627,Canyon Crest Academy,San Dieguito Union High,San Diego,635,156,154.0,98.72,144.0,92.31,143.0,91.67
629,Summerville High,Summerville Union High,Tuolumne,84,24,20.0,83.33,15.0,62.5,15.0,62.5
632,Maria Carrillo High,Santa Rosa High,Sonoma,352,99,91.0,91.92,86.0,86.87,84.0,84.85
634,Santa Rosa High,Santa Rosa High,Sonoma,458,90,80.0,88.89,61.0,67.78,61.0,67.78
635,Oscar De La Hoya Animo Charter High,Los Angeles Unified,Los Angeles,144,81,32.0,39.51,13.0,16.05,11.0,13.58
636,Norwalk High,Norwalk-La Mirada Unified,Los Angeles,453,430,186.0,43.26,84.0,19.53,77.0,17.91
637,John F. Kennedy High,Anaheim Union High,Orange,654,252,226.0,89.68,179.0,71.03,174.0,69.05
638,Summit High,Fontana Unified,San Bernardino,556,241,148.0,61.41,88.0,36.51,79.0,32.78
640,Pacifica High,Oxnard Union High,Ventura,726,491,198.0,40.33,115.0,23.42,101.0,20.57
641,Pacific Collegiate Charter,Santa Cruz County Office of Education,Santa Cruz,90,48,47.0,97.92,42.0,87.5,42.0,87.5
642,San Lorenzo Valley High,San Lorenzo Valley Unified,Santa Cruz,139,40,33.0,82.5,23.0,57.5,23.0,57.5
645,Frontier High,Kern High,Kern,576,192,154.0,80.21,124.0,64.58,118.0,61.46
646,Arvin High,Kern High,Kern,616,216,101.0,46.76,42.0,19.44,38.0,17.59
647,Rosemead High,El Monte Union High,Los Angeles,511,179,145.0,81.01,116.0,64.8,112.0,62.57
649,Academy of Medical Arts at Carson High,Los Angeles Unified,Los Angeles,126,53,35.0,66.04,17.0,32.08,15.0,28.3
650,Golden Valley High,William S. Hart Union High,Los Angeles,479,175,137.0,78.29,93.0,53.14,88.0,50.29
652,El Dorado High,Placentia-Yorba Linda Unified,Orange,462,176,158.0,89.77,139.0,78.98,133.0,75.57
653,Valley View High,Moreno Valley Unified,Riverside,595,538,227.0,42.19,123.0,22.86,115.0,21.38
655,Northcoast Preparatory and Performing Arts Academy,Humboldt County Office of Education,Humboldt,25,15,13.0,86.67,12.0,80.0,10.0,66.67
656,L.A. County High School for the Arts,Los Angeles County Office of Education,Los Angeles,128,72,70.0,97.22,35.0,48.61,35.0,48.61
658,John H. Glenn High,Norwalk-La Mirada Unified,Los Angeles,314,279,74.0,26.52,42.0,15.05,31.0,11.11
659,Madera South High,Madera Unified,Madera,621,130,60.0,46.15,27.0,20.77,24.0,18.46
662,Placer High,Placer Union High,Placer,343,101,87.0,86.14,71.0,70.3,69.0,68.32
665,Mt. Diablo High,Mt. Diablo Unified,Contra Costa,255,104,54.0,51.92,36.0,34.62,32.0,30.77
666,Franklin High,Elk Grove Unified,Sacramento,595,283,251.0,88.69,210.0,74.2,202.0,71.38
667,Henry J. Kaiser High,Fontana Unified,San Bernardino,516,227,132.0,58.15,64.0,28.19,63.0,27.75
668,Fallbrook High,Fallbrook Union High,San Diego,464,105,78.0,74.29,53.0,50.48,51.0,48.57
669,Mission High,San Francisco Unified,San Francisco,324,131,58.0,44.27,40.0,30.53,33.0,25.19
670,Monte Vista High,San Ramon Valley Unified,Contra Costa,597,243,231.0,95.06,203.0,83.54,200.0,82.3
671,Edward R. Roybal Learning Center,Los Angeles Unified,Los Angeles,233,97,44.0,45.36,22.0,22.68,20.0,20.62
672,Alain Leroy Locke College Preparatory Academy,Los Angeles Unified,Los Angeles,382,98,28.0,28.57,10.0,10.2,9.0,9.18
673,Fremont Academy of Engineering and Design,Pomona Unified,Los Angeles,90,43,22.0,51.16,9.0,20.93,9.0,20.93
676,Coalinga High,Coalinga-Huron Unified,Fresno,236,59,38.0,64.41,15.0,25.42,15.0,25.42
677,Linda Esperanza Marquez High C School of Social Justice,Los Angeles Unified,Los Angeles,122,60,25.0,41.67,9.0,15.0,6.0,10.0
680,Central High East Campus,Central Unified,Fresno,913,379,224.0,59.1,98.0,25.86,94.0,24.8
681,Manual Arts Senior High,Los Angeles Unified,Los Angeles,377,208,67.0,32.21,19.0,9.13,17.0,8.17
682,Reseda Charter High,Los Angeles Unified,Los Angeles,349,294,102.0,34.69,50.0,17.01,45.0,15.31
683,Theodore Roosevelt Senior High,Los Angeles Unified,Los Angeles,306,116,45.0,38.79,11.0,9.48,11.0,9.48
688,Terra Nova High,Jefferson Union High,San Mateo,208,171,130.0,76.02,92.0,53.8,90.0,52.63
689,Oakland Technical High,Oakland Unified,Alameda,492,186,156.0,83.87,116.0,62.37,114.0,61.29
690,School of Business and Tourism at Contreras Learning Complex,Los Angeles Unified,Los Angeles,104,86,37.0,43.02,17.0,19.77,16.0,18.6
692,La Sierra High,Alvord Unified,Riverside,418,99,66.0,66.67,43.0,43.43,40.0,40.4
693,The MET,Sacramento City Unified,Sacramento,60,15,7.0,46.67,3.0,20.0,3.0,20.0
695,Wilmer Amina Carter High,Rialto Unified,San Bernardino,583,173,96.0,55.49,52.0,30.06,44.0,25.43
696,Eisenhower Senior High,Rialto Unified,San Bernardino,524,124,57.0,45.97,39.0,31.45,35.0,28.23
697,San Diego International Studies,San Diego Unified,San Diego,286,116,79.0,68.1,44.0,37.93,43.0,37.07
698,Santa Ynez Valley Union High,Santa Ynez Valley Union High,Santa Barbara,220,69,63.0,91.3,49.0,71.01,48.0,69.57
701,Lifeline Education Charter,Compton Unified,Los Angeles,59,21,4.0,19.05,1.0,4.76,1.0,4.76
702,Quartz Hill High,Antelope Valley Union High,Los Angeles,750,188,168.0,89.36,115.0,61.17,113.0,60.11
703,CHAMPS - Charter HS of Arts-Multimedia & Performing,Los Angeles Unified,Los Angeles,182,84,58.0,69.05,31.0,36.9,29.0,34.52
704,Santee Education Complex,Los Angeles Unified,Los Angeles,384,334,94.0,28.14,31.0,9.28,28.0,8.38
706,Aragon High,San Mateo Union High,San Mateo,385,172,157.0,91.28,137.0,79.65,135.0,78.49
708,Felicitas and Gonzalo Mendez High,Los Angeles Unified,Los Angeles,247,139,57.0,41.01,27.0,19.42,21.0,15.11
709,New Designs Charter School-Watts,Los Angeles Unified,Los Angeles,47,25,4.0,16.0,1.0,4.0,1.0,4.0
710,Ambassador-Global Leadership,Los Angeles Unified,Los Angeles,68,45,23.0,51.11,10.0,22.22,10.0,22.22
713,Santa Barbara Senior High,Santa Barbara Unified,Santa Barbara,519,157,140.0,89.17,108.0,68.79,105.0,66.88
714,Foothill High,Shasta Union High,Shasta,317,61,53.0,86.89,39.0,63.93,38.0,62.3
716,Riverdale High,Riverdale Joint Unified,Fresno,124,41,19.0,46.34,10.0,24.39,9.0,21.95
721,e3 Civic High,San Diego Unified,San Diego,81,32,21.0,65.63,12.0,37.5,12.0,37.5
723,Downtown College Prep - Alum Rock,Santa Clara County Office of Education,Santa Clara,61,19,9.0,47.37,4.0,21.05,4.0,21.05
724,Williams Junior/Senior High,Williams Unified,Colusa,78,29,11.0,37.93,1.0,3.45,0.0,0.0
726,Calabasas High,Las Virgenes Unified,Los Angeles,524,203,185.0,91.13,143.0,70.44,139.0,68.47
728,Los Angeles Center for Enriched Studies,Los Angeles Unified,Los Angeles,210,118,99.0,83.9,85.0,72.03,82.0,69.49
729,Downtown Business High,Los Angeles Unified,Los Angeles,203,154,118.0,76.62,84.0,54.55,82.0,53.25
730,Benjamin Franklin Senior High,Los Angeles Unified,Los Angeles,277,158,71.0,44.94,58.0,36.71,46.0,29.11
732,Alta Loma High,Chaffey Joint Union High,San Bernardino,634,231,164.0,71.0,107.0,46.32,101.0,43.72
733,Guajome Park Academy Charter,Vista Unified,San Diego,103,41,32.0,78.05,28.0,68.29,27.0,65.85
735,Communication and Technology at Diego Rivera Learning Complex,Los Angeles Unified,Los Angeles,103,43,10.0,23.26,6.0,13.95,5.0,11.63
736,Alliance Margaret M. Bloomfield Technology Academy High,Los Angeles Unified,Los Angeles,114,108,43.0,39.81,11.0,10.19,11.0,10.19
737,Hemet High,Hemet Unified,Riverside,573,405,204.0,50.37,103.0,25.43,98.0,24.2
738,Aspire Alexander Twilight Secondary Academy,San Juan Unified,Sacramento,36,26,12.0,46.15,4.0,15.38,4.0,15.38
739,"Humphreys College Academy of Business, Law and Education",New Jerusalem Elementary,San Joaquin,55,50,23.0,46.0,12.0,24.0,11.0,22.0
740,Dixon High,Dixon Unified,Solano,246,94,73.0,77.66,62.0,65.96,59.0,62.77
741,Leroy Greene Academy,Natomas Unified,Sacramento,67,37,16.0,43.24,4.0,10.81,4.0,10.81
745,Lindsay Senior High,Lindsay Unified,Tulare,250,100,55.0,55.0,15.0,15.0,12.0,12.0
746,Paradise Senior High,Paradise Unified,Butte,231,52,48.0,92.31,39.0,75.0,38.0,73.08
748,Everett Alvarez High,Salinas Union High,Monterey,607,161,102.0,63.35,51.0,31.68,48.0,29.81
749,Armijo High,Fairfield-Suisun Unified,Solano,500,127,104.0,81.89,79.0,62.2,75.0,59.06
750,Burroughs High,Sierra Sands Unified,Kern,331,86,76.0,88.37,63.0,73.26,62.0,72.09
752,Phineas Banning Senior High,Los Angeles Unified,Los Angeles,545,176,96.0,54.55,41.0,23.3,39.0,22.16
755,Nogales High,Rowland Unified,Los Angeles,433,183,107.0,58.47,52.0,28.42,48.0,26.23
756,Central Valley High,Ceres Unified,Stanislaus,439,190,109.0,57.37,44.0,23.16,38.0,20.0
757,Santa Susana High,Simi Valley Unified,Ventura,252,67,65.0,97.01,54.0,80.6,54.0,80.6
758,Royal High,Simi Valley Unified,Ventura,456,133,119.0,89.47,87.0,65.41,81.0,60.9
759,Del Lago Academy - Campus of Applied Science,Escondido Union High,San Diego,178,97,80.0,82.47,47.0,48.45,47.0,48.45
760,Valley Center High,Valley Center-Pauma Unified,San Diego,267,109,77.0,70.64,43.0,39.45,41.0,37.61
762,Grace M. Davis High,Modesto City High,Stanislaus,452,111,63.0,56.76,34.0,30.63,30.0,27.03
765,Wheatland Union High,Wheatland Union High,Yuba,166,52,43.0,82.69,27.0,51.92,26.0,50.0
770,Capistrano Valley High,Capistrano Unified,Orange,521,153,142.0,92.81,120.0,78.43,117.0,76.47
771,San Clemente High,Capistrano Unified,Orange,808,234,216.0,92.31,190.0,81.2,187.0,79.91
773,Fremont High,Oakland Unified,Alameda,154,43,13.0,30.23,3.0,6.98,2.0,4.65
775,Redwood High,Tamalpais Union High,Marin,447,176,171.0,97.16,158.0,89.77,158.0,89.77
776,Riverside County Education Academy,Riverside County Office of Education,Riverside,67,50,2.0,4.0,1.0,2.0,1.0,2.0
779,Orangewood High (Continuation),Redlands Unified,San Bernardino,139,44,14.0,31.82,2.0,4.55,2.0,4.55
780,Redlands Senior High,Redlands Unified,San Bernardino,569,360,269.0,74.72,218.0,60.56,198.0,55.0
781,McClymonds High,Oakland Unified,Alameda,77,45,13.0,28.89,5.0,11.11,5.0,11.11
782,American Indian Public High,Oakland Unified,Alameda,62,63,44.0,69.84,41.0,65.08,34.0,53.97
783,Coliseum College Prep Academy,Oakland Unified,Alameda,63,22,8.0,36.36,2.0,9.09,2.0,9.09
784,Southwest High,Central Union High,Imperial,513,183,126.0,68.85,76.0,41.53,72.0,39.34
785,Bonita High,Bonita Unified,Los Angeles,471,182,151.0,82.97,108.0,59.34,104.0,57.14
786,Malibu High,Santa Monica-Malibu Unified,Los Angeles,157,72,65.0,90.28,56.0,77.78,55.0,76.39
787,Cordova High,Folsom-Cordova Unified,Sacramento,386,89,65.0,73.03,43.0,48.31,38.0,42.7
788,Madison Park Academy 6-12,Oakland Unified,Alameda,93,28,11.0,39.29,4.0,14.29,4.0,14.29
789,"Math, Science, & Technology Magnet Academy at Roosevelt High",Los Angeles Unified,Los Angeles,104,60,39.0,65.0,20.0,33.33,19.0,31.67
790,Pacheco High,Los Banos Unified,Merced,418,120,72.0,60.0,31.0,25.83,29.0,24.17
792,San Bernardino High,San Bernardino City Unified,San Bernardino,321,94,53.0,56.38,24.0,25.53,19.0,20.21
795,Bella Vista High,San Juan Unified,Sacramento,458,145,130.0,89.66,106.0,73.1,102.0,70.34
796,Scripps Ranch High,San Diego Unified,San Diego,542,255,239.0,93.73,216.0,84.71,211.0,82.75
797,High Tech High,San Diego Unified,San Diego,126,92,64.0,69.57,30.0,32.61,28.0,30.43
798,Morse High,San Diego Unified,San Diego,374,119,90.0,75.63,67.0,56.3,61.0,51.26
800,Manteca High,Manteca Unified,San Joaquin,372,75,43.0,57.33,25.0,33.33,25.0,33.33
801,Tehachapi High,Tehachapi Unified,Kern,280,62,51.0,82.26,33.0,53.23,33.0,53.23
803,Alisal High,Salinas Union High,Monterey,651,232,121.0,52.16,77.0,33.19,67.0,28.88
804,Perris High,Perris Union High,Riverside,512,145,71.0,48.97,31.0,21.38,28.0,19.31
805,John W. North High,Riverside Unified,Riverside,501,213,128.0,60.09,82.0,38.5,74.0,34.74
806,Merrill F. West High,Tracy Joint Unified,San Joaquin,481,142,109.0,76.76,67.0,47.18,65.0,45.77
808,Avalon K-12,Long Beach Unified,Los Angeles,43,20,11.0,55.0,6.0,30.0,5.0,25.0
809,James Monroe High,Los Angeles Unified,Los Angeles,510,183,80.0,43.72,39.0,21.31,33.0,18.03
810,San Fernando Senior High,Los Angeles Unified,Los Angeles,458,192,98.0,51.04,56.0,29.17,48.0,25.0
811,Van Nuys Senior High,Los Angeles Unified,Los Angeles,535,240,204.0,85.0,150.0,62.5,148.0,61.67
812,Palisades Charter High,Los Angeles Unified,Los Angeles,714,299,259.0,86.62,210.0,70.23,205.0,68.56
814,Murrieta Valley High,Murrieta Valley Unified,Riverside,572,221,192.0,86.88,124.0,56.11,119.0,53.85
815,Cesar E. Chavez High,Delano Joint Union High,Kern,316,128,75.0,58.59,56.0,43.75,52.0,40.63
816,"Hilda L. Solis Learning Academy School of Technology, Business and Education",Los Angeles Unified,Los Angeles,67,41,10.0,24.39,6.0,14.63,4.0,9.76
